File Number,Loan Account Number,Sub LAN,Case Filing Date,Forum (court),Case type,Case Number,Case Year,Petitioner,Respondent,CNR (district courts),Lawyer,Next Hearing Date,TransactionId,Status,Remarks
"=""FN00400519""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1203""","=""2024""","=""Todd Jacobson""","=""Wilbur Langworth PhD""","=""CNR953149934034""","=""Claire Schultz""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN25220710""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1204""","=""2024""","=""Miss Janie Harber""","=""Leslie Ernser V""","=""CNR380757160314""","=""Myron Dach""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN77404661""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1205""","=""2024""","=""Ben Spencer""","=""Wayne Fritsch""","=""CNR632307842803""","=""Jessica Stokes""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN98752338""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1206""","=""2024""","=""Genevieve Franecki""","=""Tracey Morissette V""","=""CNR621382684443""","=""Robin Lehner""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN76372005""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1207""","=""2024""","=""Stacey Cremin""","=""Edmond Kunde""","=""CNR817582790355""","=""Tasha Smitham V""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN27769210""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1208""","=""2024""","=""Johnny Larson-Wilkinson""","=""Marshall Mayert""","=""CNR561626728937""","=""Terry Bayer""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN86289553""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1209""","=""2024""","=""Jennie Morar""","=""Deanna Bahringer IV""","=""CNR745027348001""","=""Bridget Schmitt""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN64309003""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1210""","=""2024""","=""Phyllis Trantow""","=""Mr. Gerard Mayert-Zboncak""","=""CNR727170424154""","=""Dr. Esther Cole""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN80553438""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1211""","=""2024""","=""Peggy Rath PhD""","=""Angelina Simonis""","=""CNR919481110056""","=""Julio Bailey""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN86217301""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1212""","=""2024""","=""Jack Kohler""","=""Mr. Russell VonRueden""","=""CNR325410605566""","=""Lauren Wintheiser""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN51142401""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1213""","=""2024""","=""Mr. Derrick Cremin Sr.""","=""Alex Smitham DDS""","=""CNR835946318970""","=""Dexter Prohaska""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN32261840""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1214""","=""2024""","=""Ida Wiza""","=""Andy Mante""","=""CNR186652868782""","=""Melba Rempel""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN49303993""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1215""","=""2024""","=""Mark Goldner MD""","=""Janice O'Hara""","=""CNR747613031809""","=""Curtis Kub""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN16761964""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1216""","=""2024""","=""Marguerite Aufderhar I""","=""George Kuphal""","=""CNR175926980278""","=""Amos Schultz""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN12222451""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1217""","=""2024""","=""Amber Goyette""","=""Rogelio Kertzmann-Ratke""","=""CNR034258172520""","=""Cristina Schamberger""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN67819187""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1218""","=""2024""","=""Maggie Heathcote""","=""Gertrude Ruecker""","=""CNR758513887473""","=""Nina Huel""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN65629658""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1219""","=""2024""","=""Vickie Krajcik""","=""Mary Bernier""","=""CNR815826914442""","=""Dr. Greg Mertz""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN64477480""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1220""","=""2024""","=""Brenda Jenkins""","=""Marcella Nader-Nicolas""","=""CNR314748855760""","=""Frances Mante-Hartmann""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN43899210""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1221""","=""2024""","=""Sammy Emard""","=""Francis Simonis""","=""CNR303641526187""","=""Viola Ziemann""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN81167930""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1222""","=""2024""","=""Ian Medhurst""","=""Vicki Schinner""","=""CNR197838168624""","=""Mitchell Sporer""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN13863907""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1223""","=""2024""","=""Janis Barrows""","=""Irvin Maggio""","=""CNR337506678435""","=""Vivian Moore-Kozey""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN88691466""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1224""","=""2024""","=""Charlene Hermann""","=""Joy Quitzon""","=""CNR085901880714""","=""Toni Hayes""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN89885657""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1225""","=""2024""","=""Leland Hills""","=""Juana Kulas""","=""CNR756382251434""","=""Ben Paucek PhD""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN75270731""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1226""","=""2024""","=""Bridget Carroll Sr.""","=""Nancy Heller III""","=""CNR827664527608""","=""Dr. Julia Conroy""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN48526917""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1227""","=""2024""","=""Louis Lowe""","=""Ashley Dooley""","=""CNR153603952762""","=""Dr. Marion Lemke""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN71356615""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1228""","=""2024""","=""Cora Ledner""","=""Joe Senger""","=""CNR730072684977""","=""Dr. Gerard Hahn""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN36514445""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1229""","=""2024""","=""Jill Beer""","=""Miss Geraldine Bashirian""","=""CNR531075633653""","=""Dr. Rosemarie Howe""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN80651211""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1230""","=""2024""","=""Ken Franey""","=""Forrest Heller""","=""CNR038306841124""","=""Ryan Legros""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN51337167""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1231""","=""2024""","=""Emanuel Zboncak""","=""Glenda Luettgen""","=""CNR620052588692""","=""Crystal Heathcote""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN74769888""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1232""","=""2024""","=""Claude Hane""","=""Nicholas Rowe""","=""CNR980829600742""","=""Beatrice Funk""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN94869377""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1233""","=""2024""","=""Harry Cummings""","=""Earl Shields""","=""CNR547684406267""","=""Janice Konopelski""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN89151948""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1234""","=""2024""","=""Candace Mraz II""","=""Dwayne Fisher-West""","=""CNR743533459951""","=""Tim Grant""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN57921629""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1235""","=""2024""","=""Malcolm Block MD""","=""Matthew Crona""","=""CNR576952140217""","=""Gwen O'Reilly Sr.""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN41821087""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1236""","=""2024""","=""Jasmine Schuster""","=""Eduardo Macejkovic""","=""CNR425720790906""","=""Anthony Gleason""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN75312919""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1237""","=""2024""","=""Ken Christiansen""","=""Dr. Margaret Doyle""","=""CNR485923820789""","=""Mr. Alexander Corkery""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN09046382""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1238""","=""2024""","=""Mabel Fadel""","=""Kyle Bruen""","=""CNR678421110252""","=""Arnold Smith-Emard""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN77988370""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1239""","=""2024""","=""Kelli Sipes""","=""Maria Waters""","=""CNR918774559884""","=""Dr. Terri Farrell""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN89571186""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1240""","=""2024""","=""Stacy Mann""","=""Santiago Roberts""","=""CNR701550177964""","=""Betsy Sanford""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN22394210""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1241""","=""2024""","=""Freda Hilpert""","=""Miss Beth Runolfsdottir""","=""CNR034113364772""","=""Carla Stamm""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN57773307""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1242""","=""2024""","=""Bobby Beer""","=""Roberto D'Amore""","=""CNR038481446083""","=""Miss Viola Gottlieb""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN49014274""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1243""","=""2024""","=""Jennifer Denesik Sr.""","=""Norma Krajcik I""","=""CNR434109546653""","=""Freda Dibbert I""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN67374790""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1244""","=""2024""","=""Moses O'Conner""","=""Blanca Lubowitz""","=""CNR053587914089""","=""Lawrence Orn""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN36091996""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1245""","=""2024""","=""Geoffrey Howe MD""","=""Erick Stanton MD""","=""CNR412886055914""","=""Dustin Ondricka DVM""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN28054692""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1246""","=""2024""","=""Marcus Mertz""","=""Lucille Kemmer""","=""CNR052419890725""","=""Jack Jones""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN01171506""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1247""","=""2024""","=""Katherine Williamson""","=""Ms. Dorothy Ankunding""","=""CNR307540638250""","=""Brittany Feest""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN53601133""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1248""","=""2024""","=""Clint Tremblay""","=""Nettie Gerhold""","=""CNR174031581037""","=""Alison Hansen""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN22543953""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1249""","=""2024""","=""Alfred Kuphal""","=""Robin Smitham""","=""CNR333277062070""","=""Nadine Fadel""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN91812544""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1250""","=""2024""","=""Claire Wisozk""","=""Derrick Rowe""","=""CNR157460281485""","=""Tammy Denesik""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN15163581""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1251""","=""2024""","=""Camille Conn""","=""Corey Jenkins DVM""","=""CNR158370153129""","=""Dr. Shari Goldner""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN44078763""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1252""","=""2024""","=""Marco Runte""","=""Elvira Kihn""","=""CNR588548654228""","=""Evan Reichert II""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN29603253""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1253""","=""2024""","=""Allan Lockman""","=""Frank Kertzmann""","=""CNR535451955814""","=""Salvatore Mayert""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN86245258""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1254""","=""2024""","=""Amy Hahn""","=""Miss Sara Tremblay-Hoppe""","=""CNR245510125696""","=""Pam Collins""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN26901384""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1255""","=""2024""","=""Elena Maggio""","=""Harry Brown""","=""CNR265422035898""","=""Grady Jast Jr.""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN25303641""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1256""","=""2024""","=""Holly Upton""","=""Paulette Crist""","=""CNR759731355995""","=""Georgia Crist""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN50725528""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1257""","=""2024""","=""Molly Jenkins""","=""Howard Haag DDS""","=""CNR735111485375""","=""Diana Crona""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN96908906""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1258""","=""2024""","=""Alfredo Macejkovic""","=""Mrs. Cynthia Bogan""","=""CNR623521940587""","=""Regina Osinski""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN84344334""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1259""","=""2024""","=""Sally Schmidt""","=""Fred McKenzie""","=""CNR033934946926""","=""Terry Dietrich DDS""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN71037220""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1260""","=""2024""","=""Miss Julia Stark""","=""Tara Batz-Macejkovic""","=""CNR758802722669""","=""Russell VonRueden""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN99858496""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1261""","=""2024""","=""Mr. Kurt Lind""","=""Marta Prohaska-Becker""","=""CNR165436107931""","=""Sam O'Kon""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN50024340""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1262""","=""2024""","=""Lynda Kihn""","=""Gloria Friesen""","=""CNR670206735448""","=""Damon Bauch IV""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN53969199""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1263""","=""2024""","=""Wilson Kozey""","=""Eva Kris""","=""CNR365928122712""","=""Dr. Michele Hand""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN38895740""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1264""","=""2024""","=""Dr. Mark Kozey""","=""Miss Sarah Stokes II""","=""CNR319450880045""","=""Gene Runolfsdottir""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN75460358""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1265""","=""2024""","=""Jeff Zboncak""","=""Leon Rice""","=""CNR942124981212""","=""Ruben Marvin""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN60623389""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1266""","=""2024""","=""Lindsay Aufderhar""","=""Jody Gleichner""","=""CNR986302763642""","=""Reginald Smith""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN11714296""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1267""","=""2024""","=""Tommie Nikolaus""","=""Lena Schmeler""","=""CNR910350246321""","=""Silvia Frami""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN93050579""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1268""","=""2024""","=""Deanna Thiel""","=""Ruby Mann""","=""CNR496088000895""","=""Tim Farrell""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN16446047""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1269""","=""2024""","=""Neil Kris""","=""Earl Towne IV""","=""CNR701327245873""","=""Dr. Ricky Mayer""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN32997841""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1270""","=""2024""","=""Leona Rice""","=""Bennie Wyman""","=""CNR171740388244""","=""Henry Metz I""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN54133466""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1271""","=""2024""","=""Yvette Lesch""","=""Harvey Greenholt""","=""CNR681175271391""","=""Ruby Kiehn""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN56293448""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1272""","=""2024""","=""Faith Osinski""","=""Victoria Reichert""","=""CNR254704664044""","=""Ted Jakubowski III""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN44113530""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1273""","=""2024""","=""Cesar Lindgren""","=""Andres Upton""","=""CNR202779591519""","=""Eileen Von""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN77113984""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1274""","=""2024""","=""Hector Koepp""","=""Jessie Hyatt""","=""CNR013104818162""","=""Ted Hessel""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN80790542""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1275""","=""2024""","=""Gordon Kulas""","=""Desiree Klein""","=""CNR009704001527""","=""Patti Roob""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN29913653""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1276""","=""2024""","=""Dolores Purdy""","=""Kara Willms""","=""CNR906032594749""","=""Willie Breitenberg""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN17762831""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1277""","=""2024""","=""Geoffrey Gottlieb DVM""","=""Douglas Jones""","=""CNR919059874854""","=""John Wuckert I""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN90259573""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1278""","=""2024""","=""Olive Goodwin""","=""Ms. Leticia Gislason""","=""CNR402506852622""","=""Freddie Bailey V""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN35529844""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1279""","=""2024""","=""Guy Abernathy""","=""Raquel Daniel""","=""CNR747050751072""","=""Alfonso Hirthe""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN71025073""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1280""","=""2024""","=""Martha Tromp""","=""Rose Hilpert""","=""CNR259344792819""","=""Dr. Mike Hand""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN42944648""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1281""","=""2024""","=""Otis Kuhn""","=""Guy Wisozk""","=""CNR219815635692""","=""Miss Delores Miller""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN15666117""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1282""","=""2024""","=""Jody Monahan""","=""Harold Labadie""","=""CNR857376094657""","=""Joanne Kris-Dickinson""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN29686131""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1283""","=""2024""","=""Dr. Edwin Mayert""","=""Janice Reichert""","=""CNR595569160056""","=""Laverne Kunde""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN81393107""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1284""","=""2024""","=""Mr. Moses Watsica-Rogahn V""","=""Ms. Silvia Wilkinson""","=""CNR655216184732""","=""Raymond Breitenberg""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN99598056""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1285""","=""2024""","=""Donnie Gottlieb""","=""Cassandra Bechtelar""","=""CNR730530375599""","=""Marty Schuppe""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN32112402""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1286""","=""2024""","=""Charlotte Fahey""","=""Simon McClure V""","=""CNR103656690621""","=""Kathryn Pollich PhD""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN92973627""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1287""","=""2024""","=""Diana Ernser""","=""Dr. Rufus Schroeder""","=""CNR286770275091""","=""Eula Hoeger""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN61619270""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1288""","=""2024""","=""Jon Mayert""","=""Sonya Batz Jr.""","=""CNR018720167959""","=""Terry Bruen-Kulas""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN61316684""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1289""","=""2024""","=""Steve Graham""","=""Lynette Hirthe MD""","=""CNR843320714742""","=""Randall Konopelski""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN47575850""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1290""","=""2024""","=""Margaret Pollich""","=""Dr. William Kulas""","=""CNR839855912209""","=""Holly Hagenes""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN83254951""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1291""","=""2024""","=""Gail Ullrich""","=""Rogelio Beatty DDS""","=""CNR214180813758""","=""Joann Brekke""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN48535299""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1292""","=""2024""","=""Sandy Hackett""","=""Katrina Mitchell""","=""CNR865655588127""","=""Jana Wisoky""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN11941759""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1293""","=""2024""","=""Dixie Gerhold""","=""Minnie Mueller""","=""CNR034495126479""","=""Mr. Terrell Hauck""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN85870721""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1294""","=""2024""","=""Herman Stark DVM""","=""Alyssa Boyer""","=""CNR024310687220""","=""Myra Torp""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN03921777""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1295""","=""2024""","=""Dr. Nichole Grady""","=""Eunice Bogisich""","=""CNR813788868969""","=""Jacquelyn Runolfsson""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN63274874""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1296""","=""2024""","=""Kerry Mills""","=""Angel Wilderman""","=""CNR966383332861""","=""Eduardo Klocko-Aufderhar PhD""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN08543852""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1297""","=""2024""","=""Christie Little""","=""Raquel Baumbach""","=""CNR687667227624""","=""Lucas Crist""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN57708004""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1298""","=""2024""","=""Rosemary Conroy""","=""Miriam Nikolaus""","=""CNR999028766686""","=""Warren Hansen""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN65288283""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1299""","=""2024""","=""Violet Bins""","=""Kathleen Wiza""","=""CNR268170647885""","=""Keith Champlin""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN20169287""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1300""","=""2024""","=""Wade Kassulke""","=""Jimmie Cremin II""","=""CNR815146585163""","=""Ira Douglas""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN95237251""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1301""","=""2024""","=""Scott Lemke""","=""Oliver Wisoky""","=""CNR760135095786""","=""Jake Stiedemann""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN87267222""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1302""","=""2024""","=""Bernadette Jacobi""","=""Dr. Melinda Terry Jr.""","=""CNR102111379096""","=""Nelson Mueller""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN55442134""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1303""","=""2024""","=""Angel Kerluke""","=""Claude Conn""","=""CNR735858069457""","=""Julie Heathcote""","=""2028-12-31""","=""20260730205543611""",Success,
