File Number,Loan Account Number,Sub LAN,Case Filing Date,Forum (court),Case type,Case Number,Case Year,Petitioner,Respondent,CNR (district courts),Lawyer,Next Hearing Date,TransactionId,Status,Remarks
"=""FN31899893""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1205""","=""2024""","=""Francis Mraz""","=""Alonzo Marquardt""","=""CNR032983363499""","=""Derrick Marks""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN72880110""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1206""","=""2024""","=""Gustavo Anderson-Hilpert""","=""Allison VonRueden""","=""CNR960697495119""","=""Ora Simonis""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN17582295""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1207""","=""2024""","=""Bob Rempel""","=""Lorena Spinka""","=""CNR218385375042""","=""Perry Bauch""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN52413245""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1208""","=""2024""","=""Miss Kara Hackett III""","=""Kristen Cummerata Sr.""","=""CNR538945763728""","=""Donnie Wunsch""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN92808136""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1209""","=""2024""","=""Jason Weissnat-Kassulke""","=""Marlene Smith""","=""CNR199739323923""","=""Francis Luettgen""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN11339230""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1210""","=""2024""","=""Cedric Stehr""","=""Julio Stanton II""","=""CNR277408499778""","=""Ms. Melissa Wisozk MD""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN89950954""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1211""","=""2024""","=""Kendra Will""","=""Constance Lindgren""","=""CNR729937173271""","=""Priscilla Hettinger""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN36787649""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1212""","=""2024""","=""Jody Hickle""","=""Dr. Malcolm Monahan""","=""CNR997405220081""","=""Mr. Cecil Lind""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN18736707""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1213""","=""2024""","=""Angela Cronin""","=""Mrs. Georgia Davis DDS""","=""CNR921847833540""","=""Bridget Thompson""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN20559920""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1214""","=""2024""","=""Kent Hodkiewicz II""","=""Dr. Daryl Kuphal""","=""CNR043875691544""","=""Willis Baumbach""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN88674432""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1215""","=""2024""","=""Benny Schultz MD""","=""Ramona Cassin""","=""CNR274537925092""","=""Traci Corwin""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN32788339""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1216""","=""2024""","=""Edgar Reynolds""","=""Jeff Dibbert""","=""CNR578850897881""","=""Kirk Connelly""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN98772412""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1217""","=""2024""","=""Terry Yundt""","=""Clinton Lesch""","=""CNR822963579980""","=""Terry Doyle""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN92956674""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1218""","=""2024""","=""Marcia Bechtelar-Willms""","=""Ebony Shields""","=""CNR488537216087""","=""Shelia Jacobs I""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN83346232""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1219""","=""2024""","=""Johnnie Shanahan""","=""Freddie Stroman I""","=""CNR604628095950""","=""Mr. Salvador Murphy""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN07683107""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1220""","=""2024""","=""Dr. Clifford Runolfsson-Muller""","=""Loretta Mueller""","=""CNR339398533209""","=""Wilson O'Connell""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN76158188""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1221""","=""2024""","=""Katie Murray PhD""","=""Ed Hackett""","=""CNR861821430906""","=""Sonya Lakin""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN70743268""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1222""","=""2024""","=""Simon Keebler""","=""Santos VonRueden""","=""CNR834911344756""","=""Janie Aufderhar""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN85267399""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1223""","=""2024""","=""Tiffany Feeney""","=""Elvira Pagac""","=""CNR776581975695""","=""Jon Reynolds""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN46221296""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1224""","=""2024""","=""Dolores Howell""","=""Jared Hermann""","=""CNR338712890589""","=""Dr. Owen Bayer""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN31950477""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1225""","=""2024""","=""Lester Wintheiser""","=""Sonya Wolff""","=""CNR302657818673""","=""Sonja Reinger""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN54453086""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1226""","=""2024""","=""Mr. Andre Stoltenberg""","=""Alfredo Bosco""","=""CNR667730995613""","=""Dr. Elizabeth Boyle""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN67736065""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1227""","=""2024""","=""Troy Berge""","=""Darrell McDermott""","=""CNR997437385922""","=""Bruce Ebert""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN64884075""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1228""","=""2024""","=""Marion Braun""","=""Mathew Herzog""","=""CNR440687487283""","=""Kristi Weissnat""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN00212666""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1229""","=""2024""","=""Bobbie Bode""","=""Yvette MacGyver""","=""CNR237611455187""","=""Ada Muller""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN07004523""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1230""","=""2024""","=""Wendy Stroman""","=""Geneva Kovacek""","=""CNR722396052397""","=""Olivia Grimes""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN09411573""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1231""","=""2024""","=""Billy Streich""","=""Marshall Stokes""","=""CNR854937189367""","=""Javier Ortiz""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN01284291""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1232""","=""2024""","=""Walter Harris""","=""Mrs. Silvia Harvey DVM""","=""CNR760001526199""","=""Sherry Murray""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN36779543""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1233""","=""2024""","=""Agnes Lakin""","=""Genevieve O'Hara""","=""CNR264509072606""","=""Penny Jones""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN48796232""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1234""","=""2024""","=""Charlene Douglas""","=""Kirk Labadie""","=""CNR883883707191""","=""Ricky Hoppe""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN20952506""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1235""","=""2024""","=""Lola Collier""","=""Dr. Alan Murphy""","=""CNR661450488157""","=""Kyle Fahey DVM""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN48466657""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1236""","=""2024""","=""Vivian Mertz""","=""Charlie Stoltenberg""","=""CNR163133714499""","=""Bert Jones""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN07687351""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1237""","=""2024""","=""Debbie Rosenbaum""","=""Carrie Boyer""","=""CNR518450605993""","=""Jeannie Mohr""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN48093659""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1238""","=""2024""","=""Pete Beahan""","=""Dr. Ismael Lebsack""","=""CNR755728356144""","=""Lana Altenwerth DVM""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN78253448""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1239""","=""2024""","=""Melanie Barrows Jr.""","=""Malcolm Olson""","=""CNR028301694985""","=""Mr. Wilfred Zemlak-O'Kon""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN13760698""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1240""","=""2024""","=""Rene Wisoky""","=""Clint Hickle""","=""CNR666987188471""","=""Herman Schamberger IV""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN47491429""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1241""","=""2024""","=""Patricia Kilback""","=""Barbara Ortiz""","=""CNR802945949444""","=""Molly Marks DDS""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN15276483""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1242""","=""2024""","=""Cheryl Lindgren""","=""Donald Hammes""","=""CNR379089876273""","=""Mitchell Weimann III""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN39669881""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1243""","=""2024""","=""Daniel Dibbert""","=""Jimmie Leannon""","=""CNR317063923074""","=""Ira Swaniawski""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN81697123""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1244""","=""2024""","=""Bradley VonRueden""","=""Kristopher McGlynn""","=""CNR755190448689""","=""Sam Pfannerstill""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN63188833""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1245""","=""2024""","=""Dr. Alex Crooks II""","=""Jon Shields""","=""CNR921261912442""","=""Estelle Weber""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN17438992""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1246""","=""2024""","=""Bill White""","=""Earnest Kihn""","=""CNR882723593217""","=""Allison Zboncak""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN34783279""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1247""","=""2024""","=""Dr. Dallas Schuppe""","=""Albert O'Conner""","=""CNR129436309748""","=""Luis Connelly""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN57250969""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1248""","=""2024""","=""Paula Ondricka II""","=""Ms. Silvia Sanford""","=""CNR707848285860""","=""Kari Fritsch""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN55781004""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1249""","=""2024""","=""Alberto Maggio""","=""Eloise Towne""","=""CNR628945285874""","=""Herbert Littel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN48697915""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1250""","=""2024""","=""Elaine Adams""","=""Hattie Schultz Sr.""","=""CNR731607259212""","=""Mr. Marion Dooley""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN44143982""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1251""","=""2024""","=""Paul Batz""","=""Kirk Kling""","=""CNR332527587661""","=""Alvin Rutherford""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN28570941""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1252""","=""2024""","=""Ricardo Bruen""","=""Carlton Upton""","=""CNR868131672054""","=""Clinton Emmerich""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN23332943""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1253""","=""2024""","=""Dr. Billy Windler""","=""Rogelio Ondricka""","=""CNR562154612564""","=""Edmund Dooley""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN56562150""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1254""","=""2024""","=""Kevin Hahn""","=""Miss Myrtle Cruickshank""","=""CNR891202415700""","=""Leigh Cummings""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN47095314""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1255""","=""2024""","=""Mr. Zachary Beier""","=""Sonya Tromp""","=""CNR277695329194""","=""Samantha McClure""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN42394585""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1256""","=""2024""","=""Ernesto Denesik""","=""Emilio Windler""","=""CNR022065738764""","=""Floyd Schneider""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN32234468""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1257""","=""2024""","=""Darnell Dibbert-Effertz""","=""Howard Rau""","=""CNR571391641336""","=""Raymond Fritsch""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN81562550""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1258""","=""2024""","=""April Schmidt""","=""Raquel Baumbach""","=""CNR963941125982""","=""Hannah Stamm""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN93641111""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1259""","=""2024""","=""Ora Bednar""","=""Hazel Keeling-Marks""","=""CNR880268005681""","=""Darrin Bosco""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN82900794""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1260""","=""2024""","=""Angel Wehner""","=""Pat Tremblay""","=""CNR757609977025""","=""Alyssa Bins""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN80346026""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1261""","=""2024""","=""Roberta Dibbert""","=""Anita Fahey""","=""CNR189480985765""","=""Olga Luettgen""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN23234004""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1262""","=""2024""","=""Roxanne Boyer""","=""Clara Hahn""","=""CNR252142367434""","=""Emily Stroman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN29560493""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1263""","=""2024""","=""Yolanda Gerlach""","=""Dr. Domingo Pouros-Pfeffer""","=""CNR992314104152""","=""Cynthia Orn""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN53842889""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1264""","=""2024""","=""Terrell Willms""","=""Rodney Botsford""","=""CNR259035626469""","=""Blake Wintheiser""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN95169216""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1265""","=""2024""","=""April Konopelski""","=""Owen McLaughlin""","=""CNR251722761435""","=""Abraham Swaniawski""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN96019575""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1266""","=""2024""","=""Cynthia Grant""","=""Mrs. Crystal Schaden""","=""CNR390282175090""","=""Monique Kessler Jr.""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN34093846""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1267""","=""2024""","=""Eva Haag-Christiansen""","=""Dominic Flatley""","=""CNR152032765029""","=""Woodrow Walker""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN68039042""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1268""","=""2024""","=""Andy Cummings""","=""Andres Bradtke-Schimmel""","=""CNR074381010967""","=""Georgia Collins""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN87283993""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1269""","=""2024""","=""Sandra Breitenberg""","=""Jean Schmeler""","=""CNR438831072356""","=""Ben Pagac""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN65198908""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1270""","=""2024""","=""Winston Wunsch""","=""Shawna McGlynn""","=""CNR820198477833""","=""Beverly Walsh""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN67353546""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1271""","=""2024""","=""Patrick Veum""","=""Lora Conroy II""","=""CNR496784636200""","=""Raymond Luettgen""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN28481232""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1272""","=""2024""","=""Maria Flatley""","=""Carol Hickle I""","=""CNR562371225566""","=""Dr. Ebony Schumm""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN23056097""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1273""","=""2024""","=""Gerardo Tillman""","=""Amanda Russel""","=""CNR833037776770""","=""Georgia Little DVM""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN21140886""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1274""","=""2024""","=""Marcos Pacocha""","=""Roberto Beahan Sr.""","=""CNR893798498935""","=""Marion Mraz""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN33272746""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1275""","=""2024""","=""Robin Bosco""","=""Amos King""","=""CNR810608134199""","=""Hugo Johnson""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN43935115""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1276""","=""2024""","=""Miss Arlene Dickens""","=""Ms. Sabrina Hudson""","=""CNR676674122364""","=""Arturo Abshire""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN03123730""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1277""","=""2024""","=""Meghan Quitzon""","=""Pat Koepp""","=""CNR565537933287""","=""Geneva Treutel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN56864211""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1278""","=""2024""","=""Darrel Oberbrunner""","=""Beverly Langosh""","=""CNR024413132830""","=""Nelson Schimmel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN39972914""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1279""","=""2024""","=""Roger Gislason""","=""Alexis Mitchell""","=""CNR240094327202""","=""Melvin Gerhold""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN64414123""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1280""","=""2024""","=""Theresa O'Connell-Hoppe""","=""Earnest Kautzer""","=""CNR632572365983""","=""Leland O'Keefe""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN91703420""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1281""","=""2024""","=""Stephen Raynor""","=""Clinton Langosh-Heaney""","=""CNR681379079868""","=""Kirk Gleason""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN90774885""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1282""","=""2024""","=""Carlos Klocko""","=""Rudy Anderson""","=""CNR178097881343""","=""Ann Schmidt""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN65242079""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1283""","=""2024""","=""Dave Wunsch""","=""Genevieve Green""","=""CNR648759938676""","=""Eileen Blick-Kutch""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN56418694""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1284""","=""2024""","=""Leland Spencer""","=""Allen Smitham""","=""CNR959497935150""","=""Gilbert Williamson""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN67676006""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1285""","=""2024""","=""Jordan Strosin""","=""Drew Boehm""","=""CNR641699349489""","=""Dr. Herman Dickens""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN69718638""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1286""","=""2024""","=""Sharon Konopelski""","=""Charlene Schroeder""","=""CNR067184652091""","=""Suzanne Berge Sr.""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN21067644""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1287""","=""2024""","=""Jamie Pouros""","=""Dr. Michael Wilderman""","=""CNR232287043044""","=""Ms. Lynette Ernser""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN15085910""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1288""","=""2024""","=""Roland Hegmann""","=""Teri Johnson""","=""CNR136125009010""","=""Gwen Sipes""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN01503175""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1289""","=""2024""","=""Stephanie Weber""","=""Meghan Moore""","=""CNR049597019018""","=""Robin Trantow""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN35908993""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1290""","=""2024""","=""Beatrice Windler""","=""Ana Bailey""","=""CNR986111583058""","=""Matthew Hand""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN84767500""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1291""","=""2024""","=""Kristin Johnston""","=""Bridget Kilback""","=""CNR651698348861""","=""Christina Kuhlman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN69810833""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1292""","=""2024""","=""Colin Hyatt""","=""Charlie Mayert III""","=""CNR453366303235""","=""Jose Crist""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN36912354""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1293""","=""2024""","=""Kate Stroman""","=""Lorena Waters""","=""CNR964764286432""","=""Meredith Cassin""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN87030834""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1294""","=""2024""","=""Mr. Preston Connelly""","=""Mr. Allen D'Amore""","=""CNR452570256160""","=""Rudolph Vandervort""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN64942419""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1295""","=""2024""","=""Beverly Langworth""","=""Janet Baumbach""","=""CNR994877511310""","=""Mr. Rodney Gusikowski""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN35186160""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1296""","=""2024""","=""Florence Lemke""","=""Blanche Ledner""","=""CNR716890631442""","=""Dr. Brian Quigley""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN29228422""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1297""","=""2024""","=""Clyde Corwin-Runolfsdottir""","=""Marilyn Wisozk""","=""CNR610991785336""","=""Maria Cassin""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN78258111""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1298""","=""2024""","=""Jamie Veum""","=""Rogelio Smith""","=""CNR947518446496""","=""Amos Mraz II""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN91766312""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1299""","=""2024""","=""Nancy Bayer""","=""Harvey Bailey""","=""CNR591551452941""","=""Ms. Lee Dickens-Franey""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN90959276""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1300""","=""2024""","=""Ryan Schimmel""","=""Alejandro Shields""","=""CNR505197228483""","=""Ivan Torphy""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN46077018""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1301""","=""2024""","=""Ms. Tabitha Anderson""","=""Anthony Ondricka""","=""CNR242381633699""","=""Tricia Huel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN47309374""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1302""","=""2024""","=""Sheri Schmeler III""","=""Gerardo Spinka DVM""","=""CNR220624739486""","=""Miss Esther Harvey""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN78347026""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1303""","=""2024""","=""Jackie Nienow""","=""Bradley Nader""","=""CNR610459221739""","=""Chad Walsh""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN73151631""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1304""","=""2024""","=""Homer Bartoletti""","=""Lori Purdy""","=""CNR832274186536""","=""Sue Crona""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN72467610""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1305""","=""2024""","=""Danny Jast""","=""Vera Rogahn""","=""CNR812238521749""","=""Miss Laura Lueilwitz""","=""2028-12-31""","=""20260730121343739""",Success,
